lemma,abs_frequency,ipm
боксерский,203,3
гайдук,203,3
избаловывать,203,3
головин,203,3
смоленский,203,3
трансформатор,203,3
дневальный,203,3
гипнотизировать,203,3
расцвет,203,3
насобирать,203,3
ордер,203,3
повлечь,203,3
донской,203,3
покушаться,203,3
согласовывать,203,3
подправлять,203,3
ветеринарный,203,3
попугайчик,203,3
моченый,203,3
дита,203,3
нищета,203,3
клев,203,3
ледовый,203,3
расстановка,203,3
земский,203,3
вага,203,3
бегун,203,3
затруднительный,203,3
поучить,203,3
снабжение,203,3
юнец,203,3
бренчать,203,3
тускнеть,203,3
разминуться,203,3
горланить,203,3
газетка,203,3
коготок,203,3
провинциальный,203,3
недорого,203,3
утерять,203,3
оп,203,3
здарга,202,3
лешк,202,3
кодовый,202,3
тронный,202,3
лека,202,3
умар,202,3
телятник,202,3
маскироваться,202,3
устинья,202,3
усекать,202,3
буровой,202,3
более-менее,202,3
задержанный,202,3
черешня,202,3
поднатуживаться,202,3
отращивать,202,3
красногвардеец,202,3
квача,202,3
переходный,202,3
академический,202,3
субботний,202,3
тискать,202,3
гайдар,202,3
формальность,202,3
проскакивать,202,3
выковыривать,202,3
надежность,202,3
головокружительный,202,3
вовлекать,202,3
совладать,202,3
расплата,202,3
успокоение,202,3
тысячный,202,3
докладчик,202,3
свергать,202,3
первое,202,3
цыганенок,202,3
заморозок,202,3
заслон,202,3
неудержимый,202,3
предсмертный,202,3
худеть,202,3
являть,202,3
пятилетка,202,3
дешевка,202,3
снегирь,202,3
ветвистый,202,3
регулировать,202,3
тсс,202,3
свивать,202,3
торжественность,202,3
архипелаг,202,3
молотов,202,3
листвянко,201,3
ласаро,201,3
темин,201,3
плотик,201,3
десантный,201,3
иванова,201,3
стопроцентный,201,3
правнук,201,3
археология,201,3
несусветный,201,3
митрополит,201,3
филе,201,3
канализация,201,3
стручок,201,3
предательница,201,3
васильич,201,3
церемонно,201,3
опекать,201,3
казанский,201,3
набегаться,201,3
носочек,201,3
уморить,201,3
ить,201,3
лесопилка,201,3
испробовать,201,3
чекист,201,3
расхлебывать,201,3
новороссийск,201,3
цитировать,201,3
сравниться,201,3
заучивать,201,3
невежество,201,3
побриться,201,3
пролетарский,201,3
урождаться,201,3
потешаться,201,3
бандюга,201,3
взметнуть,201,3
сострить,201,3
дворняга,201,3
забрезжить,201,3
шкидец,201,3
приобретение,201,3
наглядеться,201,3
привязь,201,3
продирать,201,3
нино,200,3
толячий,200,3
тых,200,3
усачев,200,3
римка,200,3
буданцев,200,3
пилюлькин,200,3
инопланетный,200,3
сато,200,3
реактор,200,3
семин,200,3
гвоздев,200,3
шевченко,200,3
прокашливаться,200,3
сглазить,200,3
николаич,200,3
интернатский,200,3
темнить,200,3
диктовка,200,3
дымоход,200,3
питекантроп,200,3
тюремщик,200,3
учтивый,200,3
клубничный,200,3
локомотив,200,3
зимовье,200,3
основный,200,3
сочетаться,200,3
выпиливать,200,3
вкатить,200,3
стойко,200,3
выплачивать,200,3
оцеплять,200,3
кон,200,3
монахиня,200,3
затемнять,200,3
непрестанный,200,3
хмель,200,3
ложбина,200,3
конница,200,3
невод,200,3
удвоенный,200,3
беднота,200,3
омывать,200,3
упасти,200,3
второпях,200,3
выносливый,200,3
ссыпать,200,3
межзвездный,200,3
пескарь,200,3
охраняться,200,3
рассмешить,200,3
блуза,200,3
каскад,200,3
порваться,200,3
вареник,200,3
колотушка,200,3
соменков,199,3
вандербуль,199,3
дубравка,199,3
стюардесса,199,3
анита,199,3
муса,199,3
взахлеб,199,3
роно,199,3
лахтак,199,3
стефания,199,3
мельтешить,199,3
ошарашенно,199,3
плюхаться,199,3
жакет,199,3
пигмей,199,3
драить,199,3
негнущийся,199,3
раф,199,3
подлизываться,199,3
брелок,199,3
несчастливый,199,3
сомов,199,3
тайфун,199,3
снисходить,199,3
бельевой,199,3
оплетать,199,3
зарубежный,199,3
поддергивать,199,3
агитировать,199,3
возопить,199,3
мозговой,199,3
трибунал,199,3
хулиганский,199,3
стильный,199,3
двуногий,199,3
рассаживать,199,3
сквозить,199,3
водород,199,3
перекрещивать,199,3
аренда,199,3
старейшина,199,3
прохлаждаться,199,3
озорно,199,3
будочка,199,3
пристыжать,199,3
тумак,199,3
выскочка,199,3
завсегда,199,3
колыхнуться,199,3
обсыпать,199,3
взводить,199,3
выправлять,199,3
комфорт,199,3
сосчитывать,199,3
похрапывать,199,3
подменыш,198,3
прикид,198,3
тухачевский,198,3
ридда,198,3
афалина,198,3
костяшкин,198,3
историчка,198,3
самотесов,198,3
кодекс,198,3
кавказец,198,3
инфракрасный,198,3
бон,198,3
женьчить,198,3
гольф,198,3
полярник,198,3
миро,198,3
плюшка,198,3
липучка,198,3
прокуривать,198,3
извилина,198,3
огородник,198,3
чуркин,198,3
египтянин,198,3
вываливаться,198,3
северо-запад,198,3
фи,198,3
гимнастический,198,3
загробный,198,3
конституция,198,3
полковой,198,3
видимо-невидимо,198,3
захрустеть,198,3
карцер,198,3
скитание,198,3
неразборчиво,198,3
разить,198,3
угонять,198,3
задворки,198,3
кострище,198,3
несуразный,198,3
зверюшка,198,3
ружейный,198,3
салазки,198,3
зверье,198,3
размывать,198,3
устрица,198,3
темно-коричневый,198,3
глядь,198,3
уздцы,198,3
разноголосый,198,3
милослава,197,3
продленка,197,3
однозначно,197,3
бабинец,197,3
стив,197,3
геня,197,3
запар,197,3
татаринов,197,3
библиотечный,197,3
проторчать,197,3
велик,197,3
наемник,197,3
петлица,197,3
пробный,197,3
подснежник,197,3
отпраздновать,197,3
вица,197,3
тик-так,197,3
намордник,197,3
